@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute test-1 {0,1,2,3,4,5}

@data
546,'2020/01/30 13:10:24:519',10,0.933333,0.933333,0.933333,0.933333,0.933333,5
547,'2020/01/30 13:10:24:537',10,0.933333,0.933333,0.933333,0.933333,0.933333,5
548,'2020/01/30 13:10:24:554',10,0.933333,0.933333,0.933333,0.933333,0.933333,5
549,'2020/01/30 13:10:24:576',10,0.933333,0.933333,0.933333,0.933333,0.933333,5
550,'2020/01/30 13:10:24:594',10,0.933333,0.933333,0.933333,0.933333,0.933333,5
551,'2020/01/30 13:10:24:609',10,0.92549,0.92549,0.92549,0.92549,0.92549,5
552,'2020/01/30 13:10:24:625',10,0.92549,0.92549,0.92549,0.92549,0.92549,5
553,'2020/01/30 13:10:24:649',10,0.92549,0.92549,0.92549,0.92549,0.92549,5
554,'2020/01/30 13:10:24:665',10,0.92549,0.92549,0.92549,0.92549,0.92549,5
555,'2020/01/30 13:10:24:691',10,0.92549,0.92549,0.92549,0.92549,0.92549,5
556,'2020/01/30 13:10:24:704',10,0.92549,0.92549,0.92549,0.92549,0.92549,5
557,'2020/01/30 13:10:24:718',10,0.933333,0.933333,0.933333,0.933333,0.933333,5
558,'2020/01/30 13:10:24:723',10,0.933333,0.933333,0.933333,0.933333,0.933333,5
559,'2020/01/30 13:10:24:739',10,0.933333,0.933333,0.933333,0.933333,0.933333,5
560,'2020/01/30 13:10:24:758',10,0.933333,0.933333,0.933333,0.933333,0.933333,5
561,'2020/01/30 13:10:24:776',10,0.933333,0.933333,0.933333,0.933333,0.933333,5
562,'2020/01/30 13:10:24:795',10,0.933333,0.933333,0.933333,0.933333,0.933333,5
563,'2020/01/30 13:10:25:097',10,0.929412,0.929412,0.929412,0.929412,0.929412,5
564,'2020/01/30 13:10:25:116',10,0.929412,0.929412,0.929412,0.929412,0.929412,5
565,'2020/01/30 13:10:25:131',10,0.929412,0.929412,0.929412,0.929412,0.929412,5
566,'2020/01/30 13:10:25:147',10,0.929412,0.929412,0.929412,0.929412,0.929412,5
567,'2020/01/30 13:10:25:166',10,0.933333,0.933333,0.933333,0.933333,0.933333,5
568,'2020/01/30 13:10:25:182',10,0.933333,0.933333,0.933333,0.933333,0.933333,5
569,'2020/01/30 13:10:25:200',10,0.933333,0.933333,0.933333,0.933333,0.933333,5
570,'2020/01/30 13:10:25:215',10,0.933333,0.933333,0.933333,0.933333,0.933333,5
571,'2020/01/30 13:10:25:232',10,0.929412,0.929412,0.929412,0.929412,0.929412,5
572,'2020/01/30 13:10:25:250',10,0.929412,0.929412,0.929412,0.929412,0.929412,5
573,'2020/01/30 13:10:25:270',10,0.929412,0.929412,0.929412,0.929412,0.929412,5
574,'2020/01/30 13:10:25:284',10,0.929412,0.929412,0.929412,0.929412,0.929412,5
575,'2020/01/30 13:10:25:307',10,0.929412,0.929412,0.929412,0.929412,0.929412,5
576,'2020/01/30 13:10:25:328',10,0.929412,0.929412,0.929412,0.929412,0.929412,5
577,'2020/01/30 13:10:25:347',10,0.933333,0.933333,0.933333,0.933333,0.933333,5
578,'2020/01/30 13:10:25:361',10,0.933333,0.933333,0.933333,0.933333,0.933333,5
579,'2020/01/30 13:10:25:387',10,0.933333,0.933333,0.933333,0.933333,0.933333,5
580,'2020/01/30 13:10:25:399',10,0.929412,0.929412,0.929412,0.929412,0.929412,5
581,'2020/01/30 13:10:25:419',10,0.929412,0.929412,0.929412,0.929412,0.929412,5
582,'2020/01/30 13:10:25:436',10,0.933333,0.933333,0.933333,0.933333,0.933333,5
583,'2020/01/30 13:10:25:450',10,0.92549,0.92549,0.92549,0.92549,0.92549,5
584,'2020/01/30 13:10:25:470',10,0.92549,0.92549,0.92549,0.92549,0.92549,5
585,'2020/01/30 13:10:25:484',10,0.933333,0.933333,0.933333,0.933333,0.933333,5
586,'2020/01/30 13:10:25:506',10,0.933333,0.933333,0.933333,0.933333,0.933333,5
587,'2020/01/30 13:10:25:521',10,0.933333,0.933333,0.933333,0.933333,0.933333,5
588,'2020/01/30 13:10:25:538',10,0.933333,0.933333,0.933333,0.933333,0.933333,5
589,'2020/01/30 13:10:25:555',10,0.933333,0.933333,0.933333,0.933333,0.933333,5
590,'2020/01/30 13:10:25:571',10,0.933333,0.933333,0.933333,0.933333,0.933333,5
591,'2020/01/30 13:10:25:586',10,0.933333,0.933333,0.933333,0.933333,0.933333,5
592,'2020/01/30 13:10:25:603',10,0.933333,0.933333,0.933333,0.933333,0.933333,5
593,'2020/01/30 13:10:25:618',10,0.933333,0.933333,0.933333,0.933333,0.933333,5
594,'2020/01/30 13:10:25:640',10,0.933333,0.933333,0.933333,0.933333,0.933333,5
595,'2020/01/30 13:10:25:656',10,0.933333,0.933333,0.933333,0.933333,0.933333,5
596,'2020/01/30 13:10:25:671',10,0.929412,0.929412,0.929412,0.929412,0.929412,5
597,'2020/01/30 13:10:25:692',10,0.929412,0.929412,0.929412,0.929412,0.929412,5
598,'2020/01/30 13:10:25:709',10,0.929412,0.929412,0.929412,0.929412,0.929412,5
599,'2020/01/30 13:10:25:720',10,0.929412,0.929412,0.929412,0.929412,0.929412,5
600,'2020/01/30 13:10:25:744',10,0.929412,0.929412,0.929412,0.929412,0.929412,5
601,'2020/01/30 13:13:45:125',11,0.709804,0.709804,0.709804,0.709804,0.709804,5
602,'2020/01/30 13:13:45:139',11,0.690196,0.690196,0.690196,0.690196,0.690196,5
603,'2020/01/30 13:13:45:156',11,0.690196,0.690196,0.690196,0.690196,0.690196,5
604,'2020/01/30 13:13:45:171',11,0.690196,0.690196,0.690196,0.690196,0.690196,5
605,'2020/01/30 13:13:45:190',11,0.67451,0.67451,0.67451,0.67451,0.67451,5
606,'2020/01/30 13:13:45:209',11,0.678431,0.678431,0.678431,0.678431,0.678431,5
607,'2020/01/30 13:13:45:225',11,0.678431,0.678431,0.678431,0.678431,0.678431,5
608,'2020/01/30 13:13:45:242',11,0.666667,0.666667,0.666667,0.666667,0.666667,5
609,'2020/01/30 13:13:45:261',11,0.666667,0.666667,0.666667,0.666667,0.666667,5
610,'2020/01/30 13:13:45:277',11,0.643137,0.643137,0.643137,0.643137,0.643137,5
611,'2020/01/30 13:13:45:292',11,0.643137,0.643137,0.643137,0.643137,0.643137,5
612,'2020/01/30 13:13:45:308',11,0.643137,0.643137,0.643137,0.643137,0.643137,5
613,'2020/01/30 13:13:45:327',11,0.647059,0.647059,0.647059,0.647059,0.647059,5
614,'2020/01/30 13:13:45:344',11,0.647059,0.647059,0.647059,0.647059,0.647059,5
615,'2020/01/30 13:13:45:361',11,0.647059,0.647059,0.647059,0.647059,0.647059,5
616,'2020/01/30 13:13:45:383',11,0.643137,0.643137,0.643137,0.643137,0.643137,5
617,'2020/01/30 13:13:45:395',11,0.643137,0.643137,0.643137,0.643137,0.643137,5
618,'2020/01/30 13:13:45:413',11,0.639216,0.639216,0.639216,0.639216,0.639216,5
619,'2020/01/30 13:13:45:428',11,0.639216,0.639216,0.639216,0.639216,0.639216,5
620,'2020/01/30 13:13:45:445',11,0.623529,0.623529,0.623529,0.623529,0.623529,5
621,'2020/01/30 13:13:45:460',11,0.623529,0.623529,0.623529,0.623529,0.623529,5
622,'2020/01/30 13:13:45:481',11,0.627451,0.627451,0.627451,0.627451,0.627451,5
623,'2020/01/30 13:13:45:493',11,0.627451,0.627451,0.627451,0.627451,0.627451,5
624,'2020/01/30 13:13:45:515',11,0.627451,0.627451,0.627451,0.627451,0.627451,5
625,'2020/01/30 13:13:45:531',11,0.627451,0.627451,0.627451,0.627451,0.627451,5
626,'2020/01/30 13:13:45:545',11,0.635294,0.635294,0.635294,0.635294,0.635294,5
627,'2020/01/30 13:13:45:560',11,0.635294,0.635294,0.635294,0.635294,0.635294,5
628,'2020/01/30 13:13:45:579',11,0.639216,0.639216,0.639216,0.639216,0.639216,5
629,'2020/01/30 13:13:45:594',11,0.639216,0.639216,0.639216,0.639216,0.639216,5
630,'2020/01/30 13:13:45:614',11,0.639216,0.639216,0.639216,0.639216,0.639216,5
631,'2020/01/30 13:13:45:626',11,0.639216,0.639216,0.639216,0.639216,0.639216,5
632,'2020/01/30 13:13:45:644',11,0.639216,0.639216,0.639216,0.639216,0.639216,5
633,'2020/01/30 13:13:45:662',11,0.635294,0.635294,0.635294,0.635294,0.635294,5
634,'2020/01/30 13:13:45:673',11,0.627451,0.627451,0.627451,0.627451,0.627451,5
635,'2020/01/30 13:13:45:694',11,0.627451,0.627451,0.627451,0.627451,0.627451,5
636,'2020/01/30 13:13:45:708',11,0.635294,0.635294,0.635294,0.635294,0.635294,5
637,'2020/01/30 13:13:45:725',11,0.635294,0.635294,0.635294,0.635294,0.635294,5
638,'2020/01/30 13:13:45:742',11,0.639216,0.639216,0.639216,0.639216,0.639216,5
639,'2020/01/30 13:13:45:758',11,0.639216,0.639216,0.639216,0.639216,0.639216,5
640,'2020/01/30 13:13:45:777',11,0.639216,0.639216,0.639216,0.639216,0.639216,5
641,'2020/01/30 13:13:45:794',11,0.643137,0.643137,0.643137,0.643137,0.643137,5
642,'2020/01/30 13:13:45:810',11,0.647059,0.647059,0.647059,0.647059,0.647059,5
643,'2020/01/30 13:13:46:122',11,0.639216,0.639216,0.639216,0.639216,0.639216,5
644,'2020/01/30 13:13:46:138',11,0.635294,0.635294,0.635294,0.635294,0.635294,5
645,'2020/01/30 13:13:46:158',11,0.635294,0.635294,0.635294,0.635294,0.635294,5
646,'2020/01/30 13:13:46:173',11,0.627451,0.627451,0.627451,0.627451,0.627451,5
647,'2020/01/30 13:13:46:192',11,0.627451,0.627451,0.627451,0.627451,0.627451,5
648,'2020/01/30 13:13:46:211',11,0.619608,0.619608,0.619608,0.619608,0.619608,5
649,'2020/01/30 13:13:46:226',11,0.619608,0.619608,0.619608,0.619608,0.619608,5
650,'2020/01/30 13:13:46:243',11,0.627451,0.627451,0.627451,0.627451,0.627451,5
651,'2020/01/30 13:13:46:260',11,0.627451,0.627451,0.627451,0.627451,0.627451,5
652,'2020/01/30 13:13:46:277',11,0.623529,0.623529,0.623529,0.623529,0.623529,5
653,'2020/01/30 13:13:46:295',11,0.623529,0.623529,0.623529,0.623529,0.623529,5
654,'2020/01/30 13:13:46:314',11,0.619608,0.619608,0.619608,0.619608,0.619608,5
655,'2020/01/30 13:13:46:328',11,0.619608,0.619608,0.619608,0.619608,0.619608,5
656,'2020/01/30 13:13:46:346',11,0.619608,0.619608,0.619608,0.619608,0.619608,5
657,'2020/01/30 13:13:46:363',11,0.619608,0.619608,0.619608,0.619608,0.619608,5
658,'2020/01/30 13:13:46:378',11,0.623529,0.623529,0.623529,0.623529,0.623529,5
659,'2020/01/30 13:13:46:396',11,0.623529,0.623529,0.623529,0.623529,0.623529,5
660,'2020/01/30 13:13:46:406',11,0.623529,0.623529,0.623529,0.623529,0.623529,5
661,'2020/01/30 13:13:46:426',11,0.627451,0.627451,0.627451,0.627451,0.627451,5
662,'2020/01/30 13:13:46:444',11,0.623529,0.623529,0.623529,0.623529,0.623529,5
663,'2020/01/30 13:13:46:461',11,0.623529,0.623529,0.623529,0.623529,0.623529,5
664,'2020/01/30 13:13:46:478',11,0.611765,0.611765,0.611765,0.611765,0.611765,5
665,'2020/01/30 13:13:46:494',11,0.611765,0.611765,0.611765,0.611765,0.611765,5
666,'2020/01/30 13:13:46:511',11,0.611765,0.611765,0.611765,0.611765,0.611765,5
667,'2020/01/30 13:13:46:528',11,0.611765,0.611765,0.611765,0.611765,0.611765,5
668,'2020/01/30 13:13:46:546',11,0.615686,0.615686,0.615686,0.615686,0.615686,5
669,'2020/01/30 13:13:46:563',11,0.615686,0.615686,0.615686,0.615686,0.615686,5
670,'2020/01/30 13:13:57:747',12,0.890196,0.890196,0.890196,0.890196,0.890196,4
671,'2020/01/30 13:13:57:767',12,0.890196,0.890196,0.890196,0.890196,0.890196,4
672,'2020/01/30 13:13:57:790',12,0.890196,0.890196,0.890196,0.890196,0.890196,4
673,'2020/01/30 13:13:57:808',12,0.890196,0.890196,0.890196,0.890196,0.890196,4
674,'2020/01/30 13:13:57:831',12,0.894118,0.894118,0.894118,0.894118,0.894118,4
675,'2020/01/30 13:13:57:838',12,0.894118,0.894118,0.894118,0.894118,0.894118,4
676,'2020/01/30 13:13:57:852',12,0.890196,0.890196,0.890196,0.890196,0.890196,4
677,'2020/01/30 13:13:57:868',12,0.894118,0.894118,0.894118,0.894118,0.894118,4
678,'2020/01/30 13:13:57:883',12,0.894118,0.894118,0.894118,0.894118,0.894118,4
679,'2020/01/30 13:13:57:899',12,0.894118,0.894118,0.894118,0.894118,0.894118,4
680,'2020/01/30 13:13:57:918',12,0.886275,0.886275,0.886275,0.886275,0.886275,4
681,'2020/01/30 13:13:57:932',12,0.886275,0.886275,0.886275,0.886275,0.886275,4
682,'2020/01/30 13:13:57:949',12,0.886275,0.886275,0.886275,0.886275,0.886275,4
683,'2020/01/30 13:13:57:967',12,0.886275,0.886275,0.886275,0.886275,0.886275,4
684,'2020/01/30 13:13:57:983',12,0.894118,0.894118,0.894118,0.894118,0.894118,4
685,'2020/01/30 13:13:57:998',12,0.894118,0.894118,0.894118,0.894118,0.894118,4
686,'2020/01/30 13:13:58:017',12,0.890196,0.890196,0.890196,0.890196,0.890196,4
687,'2020/01/30 13:13:58:032',12,0.890196,0.890196,0.890196,0.890196,0.890196,4
688,'2020/01/30 13:13:58:047',12,0.886275,0.886275,0.886275,0.886275,0.886275,4
689,'2020/01/30 13:13:58:067',12,0.886275,0.886275,0.886275,0.886275,0.886275,4
690,'2020/01/30 13:13:58:083',12,0.886275,0.886275,0.886275,0.886275,0.886275,4
691,'2020/01/30 13:13:58:100',12,0.886275,0.886275,0.886275,0.886275,0.886275,4
692,'2020/01/30 13:13:58:118',12,0.890196,0.890196,0.890196,0.890196,0.890196,4
693,'2020/01/30 13:13:58:138',12,0.890196,0.890196,0.890196,0.890196,0.890196,4
694,'2020/01/30 13:13:58:152',12,0.878431,0.878431,0.878431,0.878431,0.878431,4
695,'2020/01/30 13:13:58:166',12,0.878431,0.878431,0.878431,0.878431,0.878431,4
696,'2020/01/30 13:13:58:181',12,0.87451,0.87451,0.87451,0.87451,0.87451,4
697,'2020/01/30 13:13:58:200',12,0.87451,0.87451,0.87451,0.87451,0.87451,4
698,'2020/01/30 13:13:58:216',12,0.870588,0.870588,0.870588,0.870588,0.870588,4
699,'2020/01/30 13:13:58:232',12,0.870588,0.870588,0.870588,0.870588,0.870588,4
700,'2020/01/30 13:13:58:248',12,0.862745,0.862745,0.862745,0.862745,0.862745,4
701,'2020/01/30 13:13:58:267',12,0.862745,0.862745,0.862745,0.862745,0.862745,4
702,'2020/01/30 13:13:58:283',12,0.866667,0.866667,0.866667,0.866667,0.866667,4
703,'2020/01/30 13:13:58:298',12,0.866667,0.866667,0.866667,0.866667,0.866667,4
704,'2020/01/30 13:13:58:316',12,0.854902,0.854902,0.854902,0.854902,0.854902,4
705,'2020/01/30 13:13:58:333',12,0.854902,0.854902,0.854902,0.854902,0.854902,4
706,'2020/01/30 13:13:58:349',12,0.858824,0.858824,0.858824,0.858824,0.858824,4
707,'2020/01/30 13:13:58:365',12,0.858824,0.858824,0.858824,0.858824,0.858824,4
708,'2020/01/30 13:13:58:679',12,0.847059,0.847059,0.847059,0.847059,0.847059,4
709,'2020/01/30 13:13:58:698',12,0.843137,0.843137,0.843137,0.843137,0.843137,4
710,'2020/01/30 13:13:58:718',12,0.843137,0.843137,0.843137,0.843137,0.843137,4
711,'2020/01/30 13:13:58:732',12,0.843137,0.843137,0.843137,0.843137,0.843137,4
712,'2020/01/30 13:13:58:748',12,0.847059,0.847059,0.847059,0.847059,0.847059,4
713,'2020/01/30 13:13:58:766',12,0.847059,0.847059,0.847059,0.847059,0.847059,4
714,'2020/01/30 13:13:58:782',12,0.843137,0.843137,0.843137,0.843137,0.843137,4
715,'2020/01/30 13:13:58:799',12,0.843137,0.843137,0.843137,0.843137,0.843137,4
716,'2020/01/30 13:13:58:816',12,0.839216,0.839216,0.839216,0.839216,0.839216,4
717,'2020/01/30 13:13:58:833',12,0.839216,0.839216,0.839216,0.839216,0.839216,4
718,'2020/01/30 13:13:58:854',12,0.839216,0.839216,0.839216,0.839216,0.839216,4
719,'2020/01/30 13:13:58:869',12,0.839216,0.839216,0.839216,0.839216,0.839216,4
720,'2020/01/30 13:13:58:886',12,0.847059,0.847059,0.847059,0.847059,0.847059,4
721,'2020/01/30 13:13:58:899',12,0.847059,0.847059,0.847059,0.847059,0.847059,4
722,'2020/01/30 13:13:58:921',12,0.843137,0.843137,0.843137,0.843137,0.843137,4
723,'2020/01/30 13:13:58:938',12,0.843137,0.843137,0.843137,0.843137,0.843137,4
724,'2020/01/30 13:13:58:953',12,0.847059,0.847059,0.847059,0.847059,0.847059,4
725,'2020/01/30 13:14:19:999',13,0.894118,0.894118,0.894118,0.894118,0.894118,3
726,'2020/01/30 13:14:20:017',13,0.894118,0.894118,0.894118,0.894118,0.894118,3
727,'2020/01/30 13:14:20:035',13,0.898039,0.898039,0.898039,0.898039,0.898039,3
728,'2020/01/30 13:14:20:051',13,0.898039,0.898039,0.898039,0.898039,0.898039,3
729,'2020/01/30 13:14:20:066',13,0.890196,0.890196,0.890196,0.890196,0.890196,3
730,'2020/01/30 13:14:20:083',13,0.890196,0.890196,0.890196,0.890196,0.890196,3
731,'2020/01/30 13:14:20:102',13,0.882353,0.882353,0.882353,0.882353,0.882353,3
732,'2020/01/30 13:14:20:118',13,0.882353,0.882353,0.882353,0.882353,0.882353,3
733,'2020/01/30 13:14:20:135',13,0.886275,0.886275,0.886275,0.886275,0.886275,3
734,'2020/01/30 13:14:20:151',13,0.886275,0.886275,0.886275,0.886275,0.886275,3
735,'2020/01/30 13:14:20:168',13,0.882353,0.882353,0.882353,0.882353,0.882353,3
736,'2020/01/30 13:14:20:184',13,0.882353,0.882353,0.882353,0.882353,0.882353,3
737,'2020/01/30 13:14:20:206',13,0.878431,0.878431,0.878431,0.878431,0.878431,3
738,'2020/01/30 13:14:20:219',13,0.878431,0.878431,0.878431,0.878431,0.878431,3
739,'2020/01/30 13:14:20:235',13,0.878431,0.878431,0.878431,0.878431,0.878431,3
740,'2020/01/30 13:14:20:251',13,0.878431,0.878431,0.878431,0.878431,0.878431,3
741,'2020/01/30 13:14:20:268',13,0.870588,0.870588,0.870588,0.870588,0.870588,3
742,'2020/01/30 13:14:20:284',13,0.870588,0.870588,0.870588,0.870588,0.870588,3
743,'2020/01/30 13:14:20:302',13,0.862745,0.862745,0.862745,0.862745,0.862745,3
744,'2020/01/30 13:14:20:317',13,0.862745,0.862745,0.862745,0.862745,0.862745,3
745,'2020/01/30 13:14:20:335',13,0.854902,0.854902,0.854902,0.854902,0.854902,3
746,'2020/01/30 13:14:20:351',13,0.854902,0.854902,0.854902,0.854902,0.854902,3
747,'2020/01/30 13:14:20:374',13,0.854902,0.854902,0.854902,0.854902,0.854902,3
748,'2020/01/30 13:14:20:393',13,0.854902,0.854902,0.854902,0.854902,0.854902,3
749,'2020/01/30 13:14:20:418',13,0.843137,0.843137,0.843137,0.843137,0.843137,3
750,'2020/01/30 13:14:20:434',13,0.831373,0.831373,0.831373,0.831373,0.831373,3
751,'2020/01/30 13:14:20:459',13,0.831373,0.831373,0.831373,0.831373,0.831373,3
752,'2020/01/30 13:14:20:475',13,0.823529,0.823529,0.823529,0.823529,0.823529,3
753,'2020/01/30 13:14:20:485',13,0.823529,0.823529,0.823529,0.823529,0.823529,3
754,'2020/01/30 13:14:20:501',13,0.811765,0.811765,0.811765,0.811765,0.811765,3
755,'2020/01/30 13:14:20:519',13,0.811765,0.811765,0.811765,0.811765,0.811765,3
756,'2020/01/30 13:14:20:533',13,0.803922,0.803922,0.803922,0.803922,0.803922,3
757,'2020/01/30 13:14:20:550',13,0.803922,0.803922,0.803922,0.803922,0.803922,3
758,'2020/01/30 13:14:20:567',13,0.807843,0.807843,0.807843,0.807843,0.807843,3
759,'2020/01/30 13:14:20:583',13,0.807843,0.807843,0.807843,0.807843,0.807843,3
760,'2020/01/30 13:14:20:600',13,0.803922,0.803922,0.803922,0.803922,0.803922,3
761,'2020/01/30 13:14:20:616',13,0.803922,0.803922,0.803922,0.803922,0.803922,3
762,'2020/01/30 13:14:20:633',13,0.8,0.8,0.8,0.8,0.8,3
763,'2020/01/30 13:14:20:651',13,0.8,0.8,0.8,0.8,0.8,3
764,'2020/01/30 13:14:20:668',13,0.803922,0.803922,0.803922,0.803922,0.803922,3
765,'2020/01/30 13:14:20:684',13,0.803922,0.803922,0.803922,0.803922,0.803922,3
766,'2020/01/30 13:14:20:701',13,0.803922,0.803922,0.803922,0.803922,0.803922,3
767,'2020/01/30 13:14:20:718',13,0.803922,0.803922,0.803922,0.803922,0.803922,3
768,'2020/01/30 13:14:20:733',13,0.807843,0.807843,0.807843,0.807843,0.807843,3
769,'2020/01/30 13:14:20:750',13,0.807843,0.807843,0.807843,0.807843,0.807843,3
770,'2020/01/30 13:14:20:767',13,0.811765,0.811765,0.811765,0.811765,0.811765,3
771,'2020/01/30 13:14:20:783',13,0.811765,0.811765,0.811765,0.811765,0.811765,3
772,'2020/01/30 13:14:20:801',13,0.796078,0.796078,0.796078,0.796078,0.796078,3
773,'2020/01/30 13:14:20:817',13,0.796078,0.796078,0.796078,0.796078,0.796078,3
774,'2020/01/30 13:14:20:834',13,0.788235,0.788235,0.788235,0.788235,0.788235,3
775,'2020/01/30 13:14:20:850',13,0.788235,0.788235,0.788235,0.788235,0.788235,3
776,'2020/01/30 13:14:20:868',13,0.780392,0.780392,0.780392,0.780392,0.780392,3
777,'2020/01/30 13:14:20:883',13,0.780392,0.780392,0.780392,0.780392,0.780392,3
778,'2020/01/30 13:14:20:900',13,0.776471,0.776471,0.776471,0.776471,0.776471,3
779,'2020/01/30 13:14:20:917',13,0.776471,0.776471,0.776471,0.776471,0.776471,3
780,'2020/01/30 13:14:20:934',13,0.776471,0.776471,0.776471,0.776471,0.776471,3
781,'2020/01/30 13:14:20:951',13,0.776471,0.776471,0.776471,0.776471,0.776471,3
782,'2020/01/30 13:14:20:967',13,0.760784,0.760784,0.760784,0.760784,0.760784,3
783,'2020/01/30 13:14:20:984',13,0.760784,0.760784,0.760784,0.760784,0.760784,3
784,'2020/01/30 13:14:21:002',13,0.752941,0.752941,0.752941,0.752941,0.752941,3
785,'2020/01/30 13:14:21:019',13,0.752941,0.752941,0.752941,0.752941,0.752941,3
786,'2020/01/30 13:14:21:033',13,0.745098,0.745098,0.745098,0.745098,0.745098,3
787,'2020/01/30 13:14:21:050',13,0.745098,0.745098,0.745098,0.745098,0.745098,3
788,'2020/01/30 13:14:21:066',13,0.752941,0.752941,0.752941,0.752941,0.752941,3
789,'2020/01/30 13:14:21:083',13,0.752941,0.752941,0.752941,0.752941,0.752941,3
790,'2020/01/30 13:14:21:100',13,0.756863,0.756863,0.756863,0.756863,0.756863,3
791,'2020/01/30 13:14:21:347',13,0.745098,0.745098,0.745098,0.745098,0.745098,3
792,'2020/01/30 13:14:21:365',13,0.745098,0.745098,0.745098,0.745098,0.745098,3
793,'2020/01/30 13:14:21:385',13,0.745098,0.745098,0.745098,0.745098,0.745098,3
794,'2020/01/30 13:14:21:401',13,0.745098,0.745098,0.745098,0.745098,0.745098,3
795,'2020/01/30 13:14:21:416',13,0.745098,0.745098,0.745098,0.745098,0.745098,3
796,'2020/01/30 13:14:21:438',13,0.745098,0.745098,0.745098,0.745098,0.745098,3
797,'2020/01/30 13:14:21:456',13,0.745098,0.745098,0.745098,0.745098,0.745098,3
798,'2020/01/30 13:14:21:470',13,0.741176,0.741176,0.741176,0.741176,0.741176,3
799,'2020/01/30 13:14:21:489',13,0.741176,0.741176,0.741176,0.741176,0.741176,3
800,'2020/01/30 13:14:21:504',13,0.745098,0.745098,0.745098,0.745098,0.745098,3
801,'2020/01/30 13:14:21:520',13,0.745098,0.745098,0.745098,0.745098,0.745098,3
802,'2020/01/30 13:14:21:539',13,0.74902,0.74902,0.74902,0.74902,0.74902,3
803,'2020/01/30 13:14:21:554',13,0.74902,0.74902,0.74902,0.74902,0.74902,3
804,'2020/01/30 13:14:21:570',13,0.756863,0.756863,0.756863,0.756863,0.756863,3
805,'2020/01/30 13:14:21:585',13,0.756863,0.756863,0.756863,0.756863,0.756863,3
806,'2020/01/30 13:14:21:600',13,0.74902,0.74902,0.74902,0.74902,0.74902,3
807,'2020/01/30 13:14:21:617',13,0.74902,0.74902,0.74902,0.74902,0.74902,3
808,'2020/01/30 13:14:21:635',13,0.776471,0.776471,0.776471,0.776471,0.776471,3
809,'2020/01/30 13:14:21:651',13,0.776471,0.776471,0.776471,0.776471,0.776471,3
810,'2020/01/30 13:14:21:669',13,0.784314,0.784314,0.784314,0.784314,0.784314,3
811,'2020/01/30 13:14:21:684',13,0.784314,0.784314,0.784314,0.784314,0.784314,3
812,'2020/01/30 13:14:21:702',13,0.760784,0.760784,0.760784,0.760784,0.760784,3
813,'2020/01/30 13:14:21:719',13,0.760784,0.760784,0.760784,0.760784,0.760784,3
814,'2020/01/30 13:14:21:734',13,0.768627,0.768627,0.768627,0.768627,0.768627,3
