@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric

@data
2627,'2020/01/27 14:51:46:249',25,68,341,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2628,'2020/01/27 14:51:46:289',25,71,341,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2629,'2020/01/27 14:51:46:289',25,73,341,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2630,'2020/01/27 14:51:46:289',25,76,341,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2631,'2020/01/27 14:51:46:290',25,77,341,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2632,'2020/01/27 14:51:46:329',25,78,340,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2633,'2020/01/27 14:51:46:329',25,79,340,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2634,'2020/01/27 14:51:46:329',25,81,340,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2635,'2020/01/27 14:51:46:370',25,82,339,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2636,'2020/01/27 14:51:46:370',25,84,339,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2637,'2020/01/27 14:51:46:370',25,87,338,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2638,'2020/01/27 14:51:46:370',25,90,338,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2639,'2020/01/27 14:51:46:407',25,93,337,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2640,'2020/01/27 14:51:46:407',25,96,337,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2641,'2020/01/27 14:51:46:407',25,98,337,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2642,'2020/01/27 14:51:46:448',25,100,336,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2643,'2020/01/27 14:51:46:448',25,102,335,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2644,'2020/01/27 14:51:46:448',25,104,335,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2645,'2020/01/27 14:51:46:448',25,106,334,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2646,'2020/01/27 14:51:46:490',25,108,333,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2647,'2020/01/27 14:51:46:490',25,112,332,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2648,'2020/01/27 14:51:46:491',25,115,330,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2649,'2020/01/27 14:51:46:529',25,118,329,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2650,'2020/01/27 14:51:46:530',25,120,328,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2651,'2020/01/27 14:51:46:530',25,122,327,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2652,'2020/01/27 14:51:46:530',25,124,326,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2653,'2020/01/27 14:51:46:567',25,126,325,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2654,'2020/01/27 14:51:46:567',25,128,323,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2655,'2020/01/27 14:51:46:567',25,131,322,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2656,'2020/01/27 14:51:46:608',25,133,320,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2657,'2020/01/27 14:51:46:609',25,135,318,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2658,'2020/01/27 14:51:46:609',25,136,317,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2659,'2020/01/27 14:51:46:609',25,137,316,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2660,'2020/01/27 14:51:46:647',25,138,315,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2661,'2020/01/27 14:51:46:647',25,139,314,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2662,'2020/01/27 14:51:46:648',25,140,313,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2663,'2020/01/27 14:51:46:689',25,141,312,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2664,'2020/01/27 14:51:46:689',25,142,311,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2665,'2020/01/27 14:51:46:689',25,144,310,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2666,'2020/01/27 14:51:46:689',25,144,309,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2667,'2020/01/27 14:51:46:731',25,145,308,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2668,'2020/01/27 14:51:46:731',25,145,308,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2669,'2020/01/27 14:51:46:731',25,145,308,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2670,'2020/01/27 14:51:46:848',25,145,309,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2671,'2020/01/27 14:51:46:848',25,144,310,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2672,'2020/01/27 14:51:46:849',25,144,311,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2673,'2020/01/27 14:51:46:888',25,143,313,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2674,'2020/01/27 14:51:46:888',25,142,314,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2675,'2020/01/27 14:51:46:888',25,141,315,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2676,'2020/01/27 14:51:46:888',25,140,316,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2677,'2020/01/27 14:51:46:930',25,138,317,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2678,'2020/01/27 14:51:46:930',25,137,319,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2679,'2020/01/27 14:51:46:930',25,135,320,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2680,'2020/01/27 14:51:46:930',25,133,321,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2681,'2020/01/27 14:51:46:966',25,131,321,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2682,'2020/01/27 14:51:47:049',25,129,322,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2683,'2020/01/27 14:51:47:049',25,127,323,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2684,'2020/01/27 14:51:47:049',25,121,324,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2685,'2020/01/27 14:51:47:049',25,119,325,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2686,'2020/01/27 14:51:47:049',25,115,326,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2687,'2020/01/27 14:51:47:049',25,112,326,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2688,'2020/01/27 14:51:47:049',25,108,327,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2689,'2020/01/27 14:51:47:086',25,102,328,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2690,'2020/01/27 14:51:47:086',25,98,329,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2691,'2020/01/27 14:51:47:086',25,94,329,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2692,'2020/01/27 14:51:47:086',25,91,329,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2693,'2020/01/27 14:51:47:129',25,88,330,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2694,'2020/01/27 14:51:47:130',25,86,330,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2695,'2020/01/27 14:51:47:130',25,84,330,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2696,'2020/01/27 14:51:47:130',25,83,331,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2697,'2020/01/27 14:51:47:166',25,81,331,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2698,'2020/01/27 14:51:47:167',25,79,331,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2699,'2020/01/27 14:51:47:167',25,78,332,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2700,'2020/01/27 14:51:47:167',25,77,332,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2701,'2020/01/27 14:51:47:208',25,76,332,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2702,'2020/01/27 14:51:47:208',25,74,332,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2703,'2020/01/27 14:51:47:208',25,73,332,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2704,'2020/01/27 14:51:47:249',25,72,332,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2705,'2020/01/27 14:51:47:249',25,70,332,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2706,'2020/01/27 14:51:47:249',25,68,332,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2707,'2020/01/27 14:51:47:249',25,66,332,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2708,'2020/01/27 14:51:47:287',25,64,332,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2709,'2020/01/27 14:51:47:287',25,61,331,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2710,'2020/01/27 14:51:47:287',25,58,331,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2711,'2020/01/27 14:51:47:330',25,53,331,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2712,'2020/01/27 14:51:47:330',25,49,331,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2713,'2020/01/27 14:51:47:331',25,44,330,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2714,'2020/01/27 14:51:47:331',25,42,330,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2715,'2020/01/27 14:51:47:368',25,40,330,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2716,'2020/01/27 14:51:47:368',25,39,330,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2717,'2020/01/27 14:51:47:368',25,39,330,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2718,'2020/01/27 14:51:47:409',25,39,329,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2719,'2020/01/27 14:51:47:409',25,38,329,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2720,'2020/01/27 14:51:47:409',25,35,328,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2721,'2020/01/27 14:51:47:409',25,34,327,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2722,'2020/01/27 14:51:47:450',25,31,325,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2723,'2020/01/27 14:51:47:450',25,27,323,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2724,'2020/01/27 14:51:47:450',25,25,322,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2725,'2020/01/27 14:51:47:451',25,23,320,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2726,'2020/01/27 14:51:47:490',25,21,318,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2727,'2020/01/27 14:51:47:491',25,20,317,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2728,'2020/01/27 14:51:47:491',25,18,315,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2729,'2020/01/27 14:51:47:529',25,17,312,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2730,'2020/01/27 14:51:47:529',25,15,310,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2731,'2020/01/27 14:51:47:529',25,14,308,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2732,'2020/01/27 14:51:47:529',25,13,305,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2733,'2020/01/27 14:51:47:566',25,12,301,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2734,'2020/01/27 14:51:47:567',25,11,297,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2735,'2020/01/27 14:51:47:567',25,9,292,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2736,'2020/01/27 14:51:47:607',25,8,288,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2737,'2020/01/27 14:51:47:607',25,8,285,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2738,'2020/01/27 14:51:47:607',25,7,281,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2739,'2020/01/27 14:51:47:607',25,6,278,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2740,'2020/01/27 14:51:47:649',25,4,274,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2741,'2020/01/27 14:51:47:650',25,3,270,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2742,'2020/01/27 14:51:47:650',25,2,268,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2743,'2020/01/27 14:51:47:685',25,2,266,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2744,'2020/01/27 14:51:47:686',25,1,263,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2745,'2020/01/27 14:51:47:686',25,1,261,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2746,'2020/01/27 14:51:47:730',25,1,259,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2747,'2020/01/27 14:51:47:730',25,1,257,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2748,'2020/01/27 14:51:47:730',25,1,254,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2749,'2020/01/27 14:51:47:730',25,1,252,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2750,'2020/01/27 14:51:47:730',25,1,250,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2751,'2020/01/27 14:51:47:770',25,1,248,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2752,'2020/01/27 14:51:47:771',25,2,246,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2753,'2020/01/27 14:51:47:771',25,2,244,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2754,'2020/01/27 14:51:47:809',25,3,242,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2755,'2020/01/27 14:51:47:809',25,3,239,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2756,'2020/01/27 14:51:47:809',25,4,236,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2757,'2020/01/27 14:51:47:809',25,6,233,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2758,'2020/01/27 14:51:47:850',25,7,230,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2759,'2020/01/27 14:51:47:850',25,8,228,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2760,'2020/01/27 14:51:47:850',25,10,225,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2761,'2020/01/27 14:51:47:890',25,12,222,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2762,'2020/01/27 14:51:47:890',25,13,220,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2763,'2020/01/27 14:51:47:891',25,15,218,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2764,'2020/01/27 14:51:47:891',25,16,215,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2765,'2020/01/27 14:51:47:926',25,18,213,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2766,'2020/01/27 14:51:47:927',25,19,211,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2767,'2020/01/27 14:51:47:927',25,21,210,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2768,'2020/01/27 14:51:47:968',25,22,209,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2769,'2020/01/27 14:51:47:969',25,23,208,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2770,'2020/01/27 14:51:47:969',25,24,207,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2771,'2020/01/27 14:51:47:969',25,24,207,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2772,'2020/01/27 14:51:48:009',25,24,207,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2773,'2020/01/27 14:51:48:009',25,25,206,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2774,'2020/01/27 14:51:48:050',25,25,206,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2775,'2020/01/27 14:51:48:050',25,25,206,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2776,'2020/01/27 14:51:48:051',25,25,206,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2777,'2020/01/27 14:51:48:208',25,25,206,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2778,'2020/01/27 14:51:48:209',25,24,205,0.606931,0.866983,0.01379,0.478962,0.592258,0.347521
2779,'2020/01/27 14:52:55:971',26,189,188,0.06,0.06,0.62,0.62,0.75,0.16
2780,'2020/01/27 14:52:55:972',26,188,190,0.06,0.06,0.62,0.62,0.75,0.16
2781,'2020/01/27 14:52:56:012',26,188,191,0.06,0.06,0.62,0.62,0.75,0.16
2782,'2020/01/27 14:52:56:012',26,188,192,0.06,0.06,0.62,0.62,0.75,0.16
2783,'2020/01/27 14:52:56:012',26,188,193,0.06,0.06,0.62,0.62,0.75,0.16
2784,'2020/01/27 14:52:56:012',26,188,193,0.06,0.06,0.62,0.62,0.75,0.16
2785,'2020/01/27 14:52:56:047',26,188,194,0.06,0.06,0.62,0.62,0.75,0.16
2786,'2020/01/27 14:52:56:047',26,188,194,0.06,0.06,0.62,0.62,0.75,0.16
2787,'2020/01/27 14:52:56:047',26,189,195,0.06,0.06,0.62,0.62,0.75,0.16
2788,'2020/01/27 14:52:56:088',26,189,195,0.06,0.06,0.62,0.62,0.75,0.16
2789,'2020/01/27 14:52:56:088',26,190,195,0.06,0.06,0.62,0.62,0.75,0.16
2790,'2020/01/27 14:52:56:088',26,191,194,0.06,0.06,0.62,0.62,0.75,0.16
2791,'2020/01/27 14:52:56:088',26,191,193,0.06,0.06,0.62,0.62,0.75,0.16
2792,'2020/01/27 14:52:56:132',26,192,192,0.06,0.06,0.62,0.62,0.75,0.16
2793,'2020/01/27 14:52:56:132',26,193,191,0.06,0.06,0.62,0.62,0.75,0.16
2794,'2020/01/27 14:52:56:132',26,193,189,0.06,0.06,0.62,0.62,0.75,0.16
2795,'2020/01/27 14:52:56:132',26,193,186,0.06,0.06,0.62,0.62,0.75,0.16
2796,'2020/01/27 14:52:56:171',26,193,184,0.06,0.06,0.62,0.62,0.75,0.16
2797,'2020/01/27 14:52:56:171',26,191,181,0.06,0.06,0.62,0.62,0.75,0.16
2798,'2020/01/27 14:52:56:171',26,190,179,0.06,0.06,0.62,0.62,0.75,0.16
2799,'2020/01/27 14:52:56:211',26,188,177,0.06,0.06,0.62,0.62,0.75,0.16
2800,'2020/01/27 14:52:56:211',26,186,176,0.06,0.06,0.62,0.62,0.75,0.16
2801,'2020/01/27 14:52:56:211',26,185,175,0.06,0.06,0.62,0.62,0.75,0.16
2802,'2020/01/27 14:52:56:211',26,183,175,0.06,0.06,0.62,0.62,0.75,0.16
2803,'2020/01/27 14:52:56:247',26,182,175,0.06,0.06,0.62,0.62,0.75,0.16
2804,'2020/01/27 14:52:56:248',26,182,175,0.06,0.06,0.62,0.62,0.75,0.16
2805,'2020/01/27 14:52:56:248',26,181,176,0.06,0.06,0.62,0.62,0.75,0.16
2806,'2020/01/27 14:52:56:289',26,181,176,0.06,0.06,0.62,0.62,0.75,0.16
2807,'2020/01/27 14:52:56:290',26,180,177,0.06,0.06,0.62,0.62,0.75,0.16
2808,'2020/01/27 14:52:56:290',26,180,177,0.06,0.06,0.62,0.62,0.75,0.16
2809,'2020/01/27 14:52:56:290',26,179,179,0.06,0.06,0.62,0.62,0.75,0.16
2810,'2020/01/27 14:52:56:330',26,178,180,0.06,0.06,0.62,0.62,0.75,0.16
2811,'2020/01/27 14:52:56:331',26,178,181,0.06,0.06,0.62,0.62,0.75,0.16
2812,'2020/01/27 14:52:56:331',26,178,183,0.06,0.06,0.62,0.62,0.75,0.16
2813,'2020/01/27 14:52:56:371',26,178,183,0.06,0.06,0.62,0.62,0.75,0.16
2814,'2020/01/27 14:52:56:371',26,179,184,0.06,0.06,0.62,0.62,0.75,0.16
2815,'2020/01/27 14:52:56:371',26,179,185,0.06,0.06,0.62,0.62,0.75,0.16
2816,'2020/01/27 14:52:56:371',26,181,186,0.06,0.06,0.62,0.62,0.75,0.16
2817,'2020/01/27 14:52:56:411',26,184,186,0.06,0.06,0.62,0.62,0.75,0.16
2818,'2020/01/27 14:52:56:411',26,188,187,0.06,0.06,0.62,0.62,0.75,0.16
2819,'2020/01/27 14:52:56:411',26,192,187,0.06,0.06,0.62,0.62,0.75,0.16
2820,'2020/01/27 14:52:56:411',26,194,187,0.06,0.06,0.62,0.62,0.75,0.16
2821,'2020/01/27 14:52:56:451',26,195,186,0.06,0.06,0.62,0.62,0.75,0.16
2822,'2020/01/27 14:52:56:451',26,196,185,0.06,0.06,0.62,0.62,0.75,0.16
2823,'2020/01/27 14:52:56:451',26,197,184,0.06,0.06,0.62,0.62,0.75,0.16
2824,'2020/01/27 14:52:56:488',26,197,182,0.06,0.06,0.62,0.62,0.75,0.16
2825,'2020/01/27 14:52:56:488',26,197,180,0.06,0.06,0.62,0.62,0.75,0.16
2826,'2020/01/27 14:52:56:488',26,197,177,0.06,0.06,0.62,0.62,0.75,0.16
2827,'2020/01/27 14:52:56:531',26,197,175,0.06,0.06,0.62,0.62,0.75,0.16
2828,'2020/01/27 14:52:56:531',26,196,174,0.06,0.06,0.62,0.62,0.75,0.16
2829,'2020/01/27 14:52:56:531',26,195,173,0.06,0.06,0.62,0.62,0.75,0.16
2830,'2020/01/27 14:52:56:531',26,194,172,0.06,0.06,0.62,0.62,0.75,0.16
2831,'2020/01/27 14:52:56:572',26,193,172,0.06,0.06,0.62,0.62,0.75,0.16
2832,'2020/01/27 14:52:56:572',26,193,172,0.06,0.06,0.62,0.62,0.75,0.16
2833,'2020/01/27 14:52:56:572',26,192,172,0.06,0.06,0.62,0.62,0.75,0.16
2834,'2020/01/27 14:52:56:572',26,192,172,0.06,0.06,0.62,0.62,0.75,0.16
2835,'2020/01/27 14:52:56:610',26,192,173,0.06,0.06,0.62,0.62,0.75,0.16
2836,'2020/01/27 14:52:56:610',26,191,173,0.06,0.06,0.62,0.62,0.75,0.16
2837,'2020/01/27 14:52:56:610',26,191,173,0.06,0.06,0.62,0.62,0.75,0.16
2838,'2020/01/27 14:52:56:647',26,190,174,0.06,0.06,0.62,0.62,0.75,0.16
2839,'2020/01/27 14:52:56:647',26,190,175,0.06,0.06,0.62,0.62,0.75,0.16
2840,'2020/01/27 14:52:56:647',26,189,176,0.06,0.06,0.62,0.62,0.75,0.16
2841,'2020/01/27 14:52:56:687',26,189,177,0.06,0.06,0.62,0.62,0.75,0.16
2842,'2020/01/27 14:52:56:687',26,189,179,0.06,0.06,0.62,0.62,0.75,0.16
2843,'2020/01/27 14:52:56:687',26,189,181,0.06,0.06,0.62,0.62,0.75,0.16
2844,'2020/01/27 14:52:56:687',26,190,183,0.06,0.06,0.62,0.62,0.75,0.16
2845,'2020/01/27 14:52:56:728',26,191,185,0.06,0.06,0.62,0.62,0.75,0.16
2846,'2020/01/27 14:52:56:728',26,193,186,0.06,0.06,0.62,0.62,0.75,0.16
2847,'2020/01/27 14:52:56:729',26,195,187,0.06,0.06,0.62,0.62,0.75,0.16
2848,'2020/01/27 14:52:56:729',26,197,188,0.06,0.06,0.62,0.62,0.75,0.16
2849,'2020/01/27 14:52:56:768',26,199,188,0.06,0.06,0.62,0.62,0.75,0.16
2850,'2020/01/27 14:52:56:768',26,201,188,0.06,0.06,0.62,0.62,0.75,0.16
2851,'2020/01/27 14:52:56:768',26,202,188,0.06,0.06,0.62,0.62,0.75,0.16
2852,'2020/01/27 14:52:56:810',26,203,187,0.06,0.06,0.62,0.62,0.75,0.16
2853,'2020/01/27 14:52:56:810',26,204,186,0.06,0.06,0.62,0.62,0.75,0.16
2854,'2020/01/27 14:52:56:810',26,205,184,0.06,0.06,0.62,0.62,0.75,0.16
2855,'2020/01/27 14:52:56:810',26,205,182,0.06,0.06,0.62,0.62,0.75,0.16
2856,'2020/01/27 14:52:56:851',26,206,178,0.06,0.06,0.62,0.62,0.75,0.16
2857,'2020/01/27 14:52:56:851',26,205,174,0.06,0.06,0.62,0.62,0.75,0.16
2858,'2020/01/27 14:52:56:851',26,205,170,0.06,0.06,0.62,0.62,0.75,0.16
2859,'2020/01/27 14:52:56:851',26,203,168,0.06,0.06,0.62,0.62,0.75,0.16
2860,'2020/01/27 14:52:56:890',26,201,166,0.06,0.06,0.62,0.62,0.75,0.16
2861,'2020/01/27 14:52:56:890',26,200,165,0.06,0.06,0.62,0.62,0.75,0.16
2862,'2020/01/27 14:52:56:890',26,198,164,0.06,0.06,0.62,0.62,0.75,0.16
2863,'2020/01/27 14:52:56:930',26,197,164,0.06,0.06,0.62,0.62,0.75,0.16
2864,'2020/01/27 14:52:56:930',26,195,164,0.06,0.06,0.62,0.62,0.75,0.16
2865,'2020/01/27 14:52:56:930',26,195,164,0.06,0.06,0.62,0.62,0.75,0.16
2866,'2020/01/27 14:52:56:930',26,194,164,0.06,0.06,0.62,0.62,0.75,0.16
2867,'2020/01/27 14:52:56:971',26,194,165,0.06,0.06,0.62,0.62,0.75,0.16
2868,'2020/01/27 14:52:56:971',26,194,166,0.06,0.06,0.62,0.62,0.75,0.16
2869,'2020/01/27 14:52:56:971',26,193,167,0.06,0.06,0.62,0.62,0.75,0.16
2870,'2020/01/27 14:52:57:011',26,193,168,0.06,0.06,0.62,0.62,0.75,0.16
2871,'2020/01/27 14:52:57:011',26,192,171,0.06,0.06,0.62,0.62,0.75,0.16
2872,'2020/01/27 14:52:57:011',26,192,172,0.06,0.06,0.62,0.62,0.75,0.16
2873,'2020/01/27 14:52:57:011',26,193,173,0.06,0.06,0.62,0.62,0.75,0.16
2874,'2020/01/27 14:52:57:047',26,195,174,0.06,0.06,0.62,0.62,0.75,0.16
2875,'2020/01/27 14:52:57:047',26,198,174,0.06,0.06,0.62,0.62,0.75,0.16
2876,'2020/01/27 14:52:57:047',26,202,174,0.06,0.06,0.62,0.62,0.75,0.16
2877,'2020/01/27 14:52:57:090',26,205,174,0.06,0.06,0.62,0.62,0.75,0.16
2878,'2020/01/27 14:52:57:090',26,207,174,0.06,0.06,0.62,0.62,0.75,0.16
2879,'2020/01/27 14:52:57:091',26,208,174,0.06,0.06,0.62,0.62,0.75,0.16
2880,'2020/01/27 14:52:57:091',26,209,174,0.06,0.06,0.62,0.62,0.75,0.16
2881,'2020/01/27 14:52:57:128',26,209,173,0.06,0.06,0.62,0.62,0.75,0.16
2882,'2020/01/27 14:52:57:128',26,210,173,0.06,0.06,0.62,0.62,0.75,0.16
2883,'2020/01/27 14:52:57:128',26,211,171,0.06,0.06,0.62,0.62,0.75,0.16
2884,'2020/01/27 14:52:57:171',26,212,168,0.06,0.06,0.62,0.62,0.75,0.16
2885,'2020/01/27 14:52:57:171',26,212,165,0.06,0.06,0.62,0.62,0.75,0.16
2886,'2020/01/27 14:52:57:171',26,213,163,0.06,0.06,0.62,0.62,0.75,0.16
2887,'2020/01/27 14:52:57:171',26,213,162,0.06,0.06,0.62,0.62,0.75,0.16
2888,'2020/01/27 14:52:57:211',26,212,161,0.06,0.06,0.62,0.62,0.75,0.16
2889,'2020/01/27 14:52:57:211',26,211,161,0.06,0.06,0.62,0.62,0.75,0.16
